id,district,name,street,zip_city,lon,lat,hours,20141117,20141118,20141119,20141120,20141121,20141122,20141123,20141124,20141125,20141126,20141127,20141128,20141129,20141130,20141201,20141202,20141203,20141204,20141205,20141206,20141207,20141208,20141209,20141210,20141211,20141212,20141213,20141214,20141215,20141216,20141217,20141218,20141219,20141220,20141221,20141222,20141223,20141224,20141225,20141226,20141227,20141228,20141229,20141230,20141231,20150101,20150102,20150103,20150104,20150105,20150106,organizer,org_address,org_contact,phone,phone2,fax,email,web,fee,kind,remarks,todo,copyright
4,Charlottenburg-Wilmersdorf,Weihnachtsmarkt in der Fußgängerzone Wilmersdorfer Straße,Wilmersdorfer Straße,10627 Berlin,,,Mo-Sa 11:00-21:00<br>So 12:00-20:00<br>24.12. 10:00-14:00,,,,,,,,,,,,11:00-21:00,11:00-21:00,12:00-20:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,12:00-20:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,12:00-20:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,12:00-20:00,11:00-21:00,11:00-21:00,10:00-14:00,,,11:00-21:00,12:00-20:00,11:00-21:00,,,,,,,,,"Lauenburger, A.",,,0163/495 77 62,,,lauenburger-pony@gmx.de,www.wilmersdorfer-arcaden.de,,gewerblich,"<p>Frohe Weihnachten oder God Jul (auf Skandinavisch) heißt es in diesem Jahr auf dem Weihnachtsmarkt der Wilmersdorferstraße vom 28.11.2014 bis 29.12.2014 täglich von 11:00 Uhr bis 21:00 Uhr und am Sonntag von 13:00 Uhr bis 20:00 Uhr! Dort gibt es in diesem Jahr tolle Attraktionen.</p><p>Bestaunen Sie doch die wunderschöne Weihnachtstanne mit über 15.400 Lichtern oder die tolle Weihnachtskrippe mit lebensgroßen Figuren. Flanieren Sie im wunderschönen Weihnachtlichen Ambiente. Genießen Sie z.B. ein tolles Wildgericht, Köttbullar oder Kartoffelpuffer mit skandinavischem Lachs. Dazu ein schönes Glas Glögg mit Mandeln und Rosinen, Glühwein oder Eierpunsch?</p><p>Auch naschen ist an Weihnachten erlaubt!! Hierzu gibt es Feinstes aus Schokolade, gebrannte Mandeln, kandierte Früchte, Crêpes und Gebäck.</p><p>Im Bereich vor Karstadt finden Sie einzigartig in ganz Berlin unser Julhaus (Haus vom Nikolaus). Hier können unsere kleinen Gäste täglich in der Zeit von 16:00 Uhr bis 17:00 Uhr einen Wunschzettel beim Weihnachtsmann abgeben und sein tolles Haus und seine Rentiere anschauen.</p><p>Bewacht wird das Ganze von dem 2,50 m großen Riesenelch „Elmar“. Auch der Spaß bei den kleinen kommt nicht zu kurz hier gibt es das beliebte Ponyreiten, Kinderkarussell und die lustige Bimmelbahn. Also, in der Wilmersdorferstraße bleibt kein Wunsch offen... Wir freuen uns auf Ihren Besuch!!!</p>",ready,Angelique Lauenburger
172,Friedrichshain-Kreuzberg,Weihnachten für Sammler - oldthing Adventsbörse im Kaufhaus,"Galeria Kaufhof Ostbahnhof, 4. Etage, Koppenstr. 8",10243 Berlin,,,Sa 11:00-20:00<br>So 13:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00-20:00,13:00-18:00,,,,,,,,,,,,,,,,,oldthing märkte GbR,"Treskowallee 116, 10318 Berlin",,29 00 20 10,,,info@oldthing.de,www.oldthing.de,"Eintritt 2 €, Kinder und ab 17:00 frei",gewerblich,"<p>Auf der gesamten 4. Etage der Galeria Kaufhof Ostbahnhof mit rund 3000 m² werden nicht nur Kinder- & Sammlerherzen höher schlagen ob der liebevoll dargebotenen Kostbarkeiten. Alles handverlesene Einzelstücke und Unikate, deren Charme eine wohlig anmutende Aura zu versprühen vermag. Antikes Spielzeug und Christbaumschmuck, Puppen, Teddys, Modelleisenbahnen, Ansichtskarten, Briefmarken und Münzen aus längst vergangenen Tagen, Kleinantiquitäten und wunderschöner alter Schmuck.</p><p>Wer Sinn und Freude an alter Lebenskultur und Traditionellem hat und diese unverfälscht verschenken mag, ist hier genau richtig. Ob als persönliches Weihnachtsgeschenk für die Liebsten oder last-minute Kauf für sich selbst, das patinierte Angebot der oldthing Sammlerbörse kann der allerorts schrillen Massenkultur etwas von der Besinnlichkeit und Ruhe schenken, die die Weihnachtszeit so schön macht.</p><p>80 Händler aus ganz Deutschland stellen das Gros der teilnehmenden Aussteller. Neben den professionellen Händlern bietet die Börse auch Privatpersonen Gelegenheit, ihre eigene Sammlung anzupreisen.</p>",ready,oldthing märkte
30,Friedrichshain-Kreuzberg,KiezWeihnacht an der Samariterkirche,Samariterplatz/Samariterstr. 14,10247 Berlin,,,13:00-20:00,,,,,,,,,,,,,,,,,,,,13:00-20:00,13:00-20:00,,,,,,13:00-20:00,13:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,Samariter-Galiläa-Gemeinde und Die Friedrichshainer,,Steffen Belz,74 77 26 01,,,info@die-friedrichshainer.de,www.kiezweihnacht.de,,gewerblich,"<p>Die 9. KiezWeihnacht – ein beschaulicher Weihnachtsmarkt in Berlin-Friedrichshain – findet am zweiten und dritten Adventswochenende statt. Stimmungsvoll präsentieren sich auch im Jahr 2014 wieder über 60 Händler an der Samariterkirche, die vorwiegend aus dem Kiez stammen. Das Angebot ist so vielfältig wie der Kiez selbst. Kunsthandwerk und Schmuckdesign werden ebenso wie Kinderspielzeug oder Adventsdekoration erhältlich sein. Für das leibliche Wohl ist gesorgt, es gibt Bastelangebote für Kinder und -natürlich- einen Weihnachtsmann. Die Veranstalter, Händler und Kunsthandwerker in Friedrichshain wollen mit der Organisation dieses Weihnachtsmarktes ein beschauliches und nachbarschaftliches Ambiente schaffen. Nachbarn und Besucher sind eingeladen, Geschäfte der Umgebung kennenzulernen und ins Gespräch zukommen. Es werden Geschenkideen aller Art angeboten in einem Umfeld jenseits der allgegenwärtigen Vorweihnachtshektik. Die Erfahrungen der vergangenen Jahre zeigen, dass dieses Angebot von den Anwohnern gerne angenommen wird.</p><p>Für das kulturelle Ambiente sorgt die traditionsreiche evangelische Kirchengemeinde Galiläa-Samariter. So werden nachmittags und am frühen Abend Konzerte, Lesungen und ein Kinderprogramm in der Samariterkirche stattfinden. Da die Konzerte und Vorstellungen erfahrungsgemäß gut besucht sind, empfehlen wir, rechtzeitig zu erscheinen. Sobald die genauen Termine feststehen, werden diese der Presse bekanntgegeben.</p>",ready,Steffen Belz
24,Friedrichshain-Kreuzberg,Traditioneller Weihnachtsbasar im Finnland-Zentrum,Schleiermacherstr. 24a,10961 Berlin,,,12:00-18:00,,,,,,12:00-18:00,12:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suomi Keskus - Finnlandzentrum e. V.,"Schleiermacherstr. 24a, 10961 Berlin",,781 81 89,,,info@finnlandzentrum.de,www.finnlandzentrum.de,,gemeinnützig,"<p>Flammlachs, Lachssuppe, weihnachtliche Leckereien, Cafe & Tombola, finnische Süßigkeiten und Lebensmittel, Handarbeiten, Geschenkartikel, Glühwein etc. Der Weihnachtsmann besucht uns an beiden Tagen um 14:00 und 16:00 Uhr.</p><p>Herzlich willkommen, die weihnachtliche Stimmung im Finnland-Zentrum zu genießen!</p>",ready,PublicDomainPictures
26,Friedrichshain-Kreuzberg,Adventsbasar Heilig-Kreuz-Kirche,Zossener Str. 65,10961 Berlin,,,15:00-18:00,,,,,,,,,,,,,15:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evangelische Kirchengemeinde Heilig Kreuz – Passion,"Zossener Str. 65, 10961 Berlin",,81 49 25 82,691 20 07,,m.schmieder@heiligkreuzpassion.de,www.heiligkreuzpassion.de,,gemeinnützig,"<p>Die Heilig-Kreuz-Kirche ist die große rote Kirche in der Zossener Straße 65 am Blücherplatz, die man von U Linie 1 sehen kann. Motto des Adventsbasars am Samstag: ""Selbst Gemachtes, selber Machen und selbst singen""</p><p>Adventskranz binden, Kekse verzieren oder Salzteigfiguren bemalen, Origami falten, Adventslieder singen, selbstgemachte Köstlichkeiten kaufen, Näh- und kunsthandwerkliche Arbeiten bestaunen und erwerben, „Kesse Kleidung und Kaffee“ im Kirchencafé, Tombola. Um 15 und um 17 Uhr im Dachgeschoss Puppenspiel „Zwerg Nase“.</p><p>Die Evangelische Kirchengemeinde Heilig Kreuz - Passion freut sich auf Euch/Sie!</p>",ready,Klaus Okrafka
34,Lichtenberg,Mittelalterlicher Weihnachtsmarkt Karlshorst,Ehrenfelsstr. 7,10318 Berlin,,,Sa 13:00-22:00<br>So 13:00-18:00,,,,,,,,,,,,,,,,,,,,13:00-22:00,13:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iKARUS stadtteilzentrum,,,89 62 25 52,,89 62 35 47,ikarus@sozdia.de,www.ikarus-firmaris.de,,gemeinnützig,"<p>Werte Besucher, der Mittelalterliche Weihnachtsmarkt in Karlshorst lädt Sie wie jedes Jahr ein zu mittelalterlichem Handwerk, Gewürzduft, handgetriebenem Karussel für Kinder und vielem mehr. Dazu präsentieren zahlreiche Karlshorster Einrichtungen und Kunstschaffende ihre Arbeit.</p><p>Am Samstag, 6. Dezember von 13 bis 22 Uhr und Sonntag, 7. Dezember von 13 bis 19 Uhr auf dem Johannes-Fest-Platz in 10318 Karlshorst.</p><p>NEU in diesem Jahr: ein Innen-Weihnachtsmarkt im Kulturhaus mit Ständen von Kleidung und Kindersachen, mit Klangholzschitzen, einer Nähstube, einer Backstube uhnd natürlich vielen, weiteren Bastelangebote für Kinder. Öffnungszeit des Kulturhauses jeweils 13 bis 19 Uhr.</p>",ready,iKARUS stadtteilzentrum
32,Lichtenberg,21. Lichtenberger Lichtermarkt rund ums Rathaus Lichtenberg,Möllendorffstr. 6,10367 Berlin,,,13:00-19:00,,,,,,,,,,,,,,13:00-19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA Lichtenberg,,Frau Räpricht,902 96 82 05,,,jacqueline.raepricht@lichtenberg.berlin.de,,,gemeinnützig,"<p>Auch in diesem Jahr findet wieder der traditionelle Lichtermarkt „Rund ums Rathaus“ Lichtenberg statt – und zwar zum 21. Mal. Zur Einstimmung auf die Weihnachtszeit können Lichtenbergerinnen und Lichtenberger am Sonntag, 30. November, von 13 bis 18 Uhr auf dem Lichtermarkt vorbei schauen oder das Fest selbst mitgestalten.</p><p>Auf der Bühne vor dem Rathaus werden die auf Leinwand gedruckten, historischen Motive des Lichtenberger Jahreskalenders versteigert. Der Erlös kommt der Bienen-AG des Barnim-Gymnasiums zu Gute. Nach der Auktion sorgt ein bunt gemischtes Programm mit verschiedenen musikalischen Höhepunkten für Unterhaltung: Jimmy Kelly von der „Kelly Family“ wird bekannte Lieder und eigene Kompositionen spielen. Und Schlagersänger Christian Anders wird die Menge nicht nur mit „Es fährt ein Zug nach Nirgendwo“ zum Schunkeln bewegen. Das Lichtenberger Puppentheater „Puppenpaule“ wird jeweils um 15 sowie um 16.30 Uhr die jüngeren Besucher im Ratssaal begeistern. Und wer möchte, kann sich im Fotozelt gemeinsam mit dem Weihnachtsmann ablichten lassen.</p><p>Zahlreiche freie gemeinnützige Vereine, Schulen und Senioreneinrichtungen bieten an bunten Ständen vorwiegend selbst gefertigte Weihnachtsgeschenke, Handarbeiten und selbst gebackene Weihnachtsleckereien an. Außerdem gibt es heißen Glühwein und Leckereien vom Grill.</p><Der Lichtermarkt wird vom Sozialamt des Bezirkes organisiert. Er ist nicht kommerziell ausgerichtet. Der Kauf der angebotenen Produkte unterstützt die ehrenamtliche Arbeit und das Engagement vieler Lichtenberger Initiativen und Vereine.</p>",mail,PublicDomainPictures
44,Marzahn-Hellersdorf,Interkultureller Weihnachtsmarkt,"Eiche-Center, Wittenberger Str. 67",12689 Berlin,,,14:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,14:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,Vision e. V.,,,60 92 38 05,43 20 88 72,43 20 88 74,vision-ev@gmx.de,,,gemeinnützig,<p>Der interkulturelle Weihnachtsmarkt für den Stadtteil Marzahn Nordwest mit vielen Vereinen und Projekten aus dem Quartier findet auch dieses Jahr in den Passagen des Einkaufscenters „Zu den Eichen“ statt.</p>,mail,mahdigermany
42,Marzahn-Hellersdorf,"""Weltweihnacht"" in Marzahn-Hellersdorf",Helle Mitte vor dem Rathaus,12627 Berlin,,,11:00-21:00,,,,,,,,,,,,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,,,,,,,,,,,,,,,"Wollenschlaeger, Thilo-Harry",,,0163/400 05 00,03322/428 82 45,03322/423 41 39,info@wollenschlaeger-berlin.de,www.wollenschlaeger-berlin.de,,gewerblich,"<p>Der neue Weihnachtsmarkt in Marzahn-Hellersdorf bringt mit dem amerikanischen „Santa Claus“, mit Russlands „Väterchen Frost“ und mit „Knecht Ruprecht“, dem deutschen Gehilfen vom „Heiligen Nikolaus“, die Idee der weltumspannenden Feierlichkeiten in den Bezirk. Aus den drei internationalen Symbolfiguren und einer Weltkugel wurde eine Skulptur von sechs Metern Durchmesser geschaffen, die neues zentrales Symbol und vorweihnachtlicher Anziehungspunkt auf dem Alice-Salomon-Platz sein wird.</p><p>Weil Weihnachtsstimmung nicht nur besinnlich sein muss, gibt es auf dem neuen Weihnachtsmarkt in Marzahn-Hellersdorf neben festlichen Klängen auch rockige Christmas-Music auf der Show-Bühne. Täglich startet um 15.00 Uhr ein abwechslungsreiches Bühnenprogramm – mit der Weihnachts-Disko und DJ Monte sowie anderen Discjockey-Kollegen, der „Showco Rock’n Roll“-Live-Musik, Enricos Kindertheater, einer Glühweinparty mit Ilka und Jörg, Schmuckis Weihnachtsbläsern, Gedichten von und für Kinder sowie Peats-Weihnachtsmann-Band.</p><p>Für das leibliche Wohl sorgen zahlreiche Stände, an denen es Quarkbällchen und Waffeln gibt, gebrannte Mandeln und andere Süßigkeiten, die zu jedem Weihnachtsmarkt gehören. Wer es deftiger mag, lässt sich am Schwenk-Grill oder im Steakhouse saftiges Fleisch servieren oder genießt würzigen Glühwein und andere typische vorweihnachtliche Getränke.</p><p>Der neue Weihnachtsmarkt in Marzahn-Hellersdorf bietet auch beliebte Kirmes-Attraktionen, z.B. das „Dragon Kinderkarussell“ oder ein Kettenkarussell und einen Autoscooter für die Großen, viele Geschicklichkeitsspiele wie den „Big One“, „Greifer“ und „Pusher“, Entenangeln, Sportschießen oder Pfeilwerfen. So kann hier jeder „seine“ Attraktion finden, die zu einem ganz individuellen vorweihnachtlichen Vergnügen beiträgt.</p>",ready,PublicDomainPictures
40,Marzahn-Hellersdorf,Weihnachtsmarkt im Spree Center Berlin-Hellersdorf,Hellersdorfer Str. 77-83,12619 Berlin,,,Mo-Fr 09:00-19:30<br>Sa 09:00-18:00<br>07.12./21.12. 13:00-18:00<br>24.12. 09:00-14:00,,,,,,,,09:00-19:30,09:00-19:30,09:00-19:30,09:00-19:30,09:00-19:30,09:00-18:00,,09:00-19:30,09:00-19:30,09:00-19:30,09:00-19:30,09:00-19:30,09:00-18:00,13:00-18:00,09:00-19:30,09:00-19:30,09:00-19:30,09:00-19:30,09:00-19:30,09:00-18:00,,09:00-19:30,09:00-19:30,09:00-19:30,09:00-19:30,09:00-19:30,09:00-18:00,13:00-18:00,09:00-19:30,09:00-19:30,09:00-14:00,,,,,,,,,,,,,,"Spree Center Berlin-Hellersdorf, 1.-3. Tranche GbR",,"Wolfgang Kohlberg, Centermanager",56 88 08 - 0,,56 88 08 88,post@spree-center.de,www.spree-center.de,,gewerblich,"<p>Bis Heiligabend findet der Weihnachtsmarkt im Spree Center Berlin-Hellersdorf statt.</p><p>An folgenden Tagen sorgen die Engel für ein Leuchten in den Augen unserer kleinen und großen Kunden: Samstag 06.12. 13.30 - 17.30 Uhr, Freitag 12.12. 10.00 - 12.00 Uhr und 15.00 - 17.00 Uhr, Montag 15.12. 10.00 - 12.00 Uhr und 15.00 - 17.00 Uhr, Sonntag 21.12. 14.00 - 18.00 Uhr</p>",mail,PublicDomainPictures
38,Marzahn-Hellersdorf,Weihnachtsmarkt im EASTGATE Berlin,Marzahner Promenade 1 A,12679 Berlin,,,Mo-Do 10:00-20:00<br>Fr-Sa 10:00-21:00<br>07./21.12. 13:00-18:00<br>24.12. 10:00-14:00,,,,,,,,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-21:00,10:00-21:00,,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-21:00,10:00-21:00,13:00-18:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-21:00,10:00-21:00,,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-21:00,10:00-21:00,13:00-18:00,10:00-20:00,10:00-20:00,10:00-14:00,,,,,,,,,,,,,,ECE Projektmanagement GmbH & Co. KG,,,911 45 90,,911 45 91 11,info@eastgate-berlin.de,www.eastgate-berlin.de,,gewerblich,"<p>Erleben Sie im Glanz der Lichter ein wunderbares Weihnachtsprogramm.</p><p>Es duftet im EASTGATE nach Weihnachten – nach gebrannten Mandeln, Tannengrün, Schokoladenäpfeln, Pfefferkuchen, ""Armeen"" von Nussknackern marschieren auf, Berge aus rotbäckigen Äpfeln, Orangen und Mandarinen locken mit ihren verführerischen Düften. Die Weihnachtsbäcker zaubern mit lieblichsten Aromen: Nelken, Anis oder Kardamom lassen Weihnachten schon ganz nah sein. Freuen Sie sich auf eine einzigartige Erlebniswelt, die Ihre Herzen weit aufschließt. Und auf der großen Weihnachtsbühne wechseln sich Sänger, Musiker und Geschichtenerzähler täglich ab, um die Besucher des EASTGATE mit einem begeisternden Weihnachtsprogramm zu erfreuen.</p>",mail,PublicDomainPictures
36,Marzahn-Hellersdorf,Weihnachtsmarkt im Marktplatz Center Hellersdorf,Stendaler Str. 24,12627 Berlin,,,Mo-Sa 10:00-20:00<br>07./21.12. 13:00-18:00<br>24.12. 09:00-14:00,,,,,,,,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,13:00-18:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,13:00-18:00,10:00-20:00,10:00-20:00,09:00-14:00,,,,,,,,,,,,,,MEC METRO-ECE Centermanagement GmbH & Co. KG,,,99 28 84 – 0,,992 88 42 50,,www.marktplatzcenter.com,,gewerblich,"<p>Und wer „erst eins, dann zwei, dann drei, dann vier“ nicht mehr abwarten kann, kommt ins Marktplatz Center Hellersdorf und stimmt sich gemeinsam mit uns auf die Weihnachtszeit ein. Das Parken an den Verkaufsoffenen Sonntagen ist kostenlos. Außerdem gibt es unseren beliebten Einpackservice, der jedes Geschenk in besonderem Glanz erstrahlen lässt. Damit sie ganz unbeschwert einkaufen können, haben wir wie jedes Jahr unseren kostenfreien Garderobenservice für Sie.</p>",mail,Markplatz Center Hellersdorf
54,Mitte,Fabelhafte Weihnachten im Sony Center am Potsdamer Platz,Bellevuestr. 5,10785 Berlin,,,"Do, Fr, Sa 14:00-22:00",,,,,,,,,,,,,14:00-22:00,,,,,14:00-22:00,14:00-22:00,14:00-22:00,,,,,14:00-22:00,14:00-22:00,14:00-22:00,,,,,14:00-22:00,14:00-22:00,14:00-22:00,,,,,14:00-22:00,14:00-22:00,14:00-22:00,,,,,14:00-22:00,14:00-22:00,14:00-22:00,,,,Forum Event Management GmbH,,,25 75 16 05,,25 75 16 40,event.berlin@forum-event.de,www.sonycenter.de,,gewerblich,"<p>Abseits des alltäglichen Weihnachtstrubels gibt es zum Jahresende im Sony Center am Potsdamer Platz in diesem Jahr Neues zu erleben. Ein bezauberndes Fabelwesen-Ensemble wird nicht nur Kinderaugen zum Leuchten bringen. Die Zwillingselfen Klara und Kasia, die kleinste Elfe Laura sowie ihr Beschützer Arion fügen sich mit ihrem funkelnden Antlitz perfekt in das in Licht getauchte Forum ein.</p><p>Ein weiteres Highlight wird die tägliche Tanz-Show der geheimnisvollen Elfe Stella sein. Zu jeder vollen Stunde wird sie das Publikum mit ihrer Anmut verzaubern und das Sony Center glanzvoll erstrahlen lassen.</p><p>Inmitten der einmaligen Architektur schwebt direkt unter dem weltberühmten Dach eine überdimensional große Lichtinstallation aus tausenden saphirblauen und goldenen Glanzlichtern. Leuchtende Sterne an den Fassaden sowie Lichterketten in den Weihnachtstannen runden das stimmungsvolle Lichtkonzept ab. Liebevolle Details schaffen eine Atmosphäre, die zum Verweilen einlädt.</p><p>Neben dem visuellem Erlebnis und Entertainment kommt auch das leibliche Wohl selbstverständlich nicht zu kurz. In urig-gemütlichen Hütten werden zünftiges Essen, festliche Spezialitäten, köstliche Süßigkeiten und leckere Getränke geboten.</p>",mail,Forum Event Management GmbH 
50,Mitte,Wintertraum am ALEXA,Dircksenstraße zwischen Voltairestraße und Schicklerstraße,10179 Berlin,,,Mo-Fr 13:00-22:00<br>Sa-So 12:00-22:00,,,,,,,,13:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00,12:00-22:00,12:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00,12:00-22:00,12:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00,12:00-22:00,12:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00,12:00-22:00,12:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00,12:00-22:00,12:00-22:00,,,,,,,,,,Charles Blume Vergnügungsbetriebe GmbH,27798 Hude,,04408/80 63 73,,04408/80 63 74,blume-service@t-online.de,www.blume-service.de,,gewerblich,"<p>Auch in diesem Jahr wird die Tradition des „Großen Berliner Weihnachtsmarktes“ hochleben. Der Anspruch, der spektakulärste Weihnachtsmarkt Deutschlands zu sein, wird auch 2014 durch neue imposante Fahrgeschäfte untermauert.</p><p>Der neue 90 Meter Freifall – Turm „Mega King Tower“ wird neben dem traditionellen Wahrzeichen des Weihnachtsmarktes, dem Riesenrad „Steiger“, die leuchtende Berliner Skyline in der Weihnachtszeit um ein weiteres Highlight ergänzen. Der höchste transportable Freifall – Turm der Welt kommt damit zum ersten Mal in die Hauptstadt und komplettiert das Duo der Superlative am ALEXA.</p><p>Ein besonderes Highlight in diesem Jahr ist das thematisierte Laufgeschäft „Chaos Airport“. Die Besucher dieser Attraktion haben hier die Möglichkeit zu erfahren was auch an einem fertig gebauten Flughafen alles schief gehen kann. Die Mitte Berlins ist für dieses Fahrgeschäft also ein ganz besonderer Platz.</p><p>Für das leibliche Wohl sorgen Speisen und Getränke, Gegrilltes und Herzhaftes in einer gemütlichen Atmosphäre für die ganze Familie z.B. in „Zenzis Stubn“ am offenen Kamin oder in „Rosis Weinstube“.</p>",ready,Charles Blume Vergnügungsbetrieb GmbH
52,Mitte,WeihnachtsZauber Gendarmenmarkt,Gendarmenmarkt,10117 Berlin,,,11:00-22:00<br>24.12. 11:00-18:00<br>25./26.12. 11:00-22:00<br>31.12. 11:00-18:00,,,,,,,,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-18:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-18:00,,,,,,,WeihnachtsZauber Gendarmenmarkt GmbH Helmut Russ und Gunda Kniep,,,20 91 26 32,0172/456 22 55,20 91 26 33,info@weihnachtsmarkt-berlin.de,www.weihnachtszauber-berlin.de,"Eintritt 1 €, Mo-Fr 11:00-14:00 Eintritt frei (außer am 24.12., 25.12., 26.12., 31.12.), Silvesterfeier 19:00-01:00, Eintritt 12 €",gewerblich,"<p>Weihnachten ist ein Fest für den Gaumen. Genießen Sie das vielfältige Angebot unserer beheizten Gastronomiezelte. „Weihnachtszauber Gendarmenmarkt“ – das ist eine einzigartige kulinarische Verführung in bezaubernder weihnachtlicher Atmosphäre!</p><p>Betrachten Sie internationale Handwerkskünstler bei ihrer Arbeit, bewundern Sie die schon fast vergessenen Künste einer Flachsstickerin, eines Holzschnitzers oder eines Hutmachers. Gehen Sie auf Entdeckungsreise und finden Sie das Besondere! „WeihnachtsZauber Gendarmenmarkt“ – das sind die außergewöhnlichen Geschenkideen – auch für den anspruchsvollsten Geschmack.</p><p>Akrobaten, Feuerkünstler, Chöre, Musik- und Tanzgruppen mit renommierten Künstlern begeistern alle Berliner und ihre internationalen Gäste mit einem kurzweiligen Weihnachtsprogramm im Hauptstadtformat: Musikalische Darbietungen und Aktionskunst auf dem Markt, Täglich ca. 17.45 Uhr das Weihnachtsquiz auf der Bühne, Vielseitiges internationales Musik-Showprogramm am Abend, und vieles mehr.</p>",ready,WeihnachtsZauber Gendarmenmarkt GmbH 
48,Mitte,7. Berliner Weihnachtszeit vor dem Roten Rathaus,Rathausstr. 15,10178 Berlin,,,Mo-Fr 12:00-22:00<br>Sa-So 11:00-22:00<br>25./26.12. 11:00-21:00,,,,,,,,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,11:00-22:00,11:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,11:00-22:00,11:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,11:00-22:00,11:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,11:00-22:00,11:00-22:00,12:00-22:00,12:00-22:00,,11:00-21:00,11:00-21:00,11:00-22:00,11:00-22:00,,,,,,,,,,Laubinger Veranstaltungsagentur,,,0163/481 48 40,,,info@laubinger.de,www.berlinerweihnachtszeit.de,,gewerblich,"<p>In den Gassen rund um den großen beleuchteten Weihnachtsbaum am Fuße des Roten Rathauses bieten Handwerker und Händler ihre Waren an. Es überraschen Berliner Originale wie der Eckensteher Nante, ein Drehorgelspieler und vieles mehr. Eine Kindereisenbahn fährt durch den romantischen Märchenwald und erfreut Klein und Groß. Die große Pyramide ist eine Originalanfertigung aus dem Erzgebirge und steht seit über 20 Jahren zur Weihnachtszeit in Berlin.</p><p>Die Eiswelt am Neptunbrunnen: Auf 600 qm lädt diese einzigartige runde Eisbahn Jung und Alt zum Schlittschuhlaufen ein. Aufwärmen kann man sich anschließend in einer der großen, beheizten Glühweinstuben rund um die Eisbahn.</p><p>Das weithin sichtbare Wahrzeichen der Berliner Weihnachtszeit ist das 50 m hohe Riesenrad, das höchste Berlins mit geschlossenen Panoramagondeln sowie 2 VIP - Gondeln. Von hier reicht der Blick bis zum Brandenburger Tor, Potsdamer Platz und sogar bis zum Funkturm.</p>",ready,Veranstaltungsagentur Laubinger
